ACCESSION: FFF00288
RECORD_TITLE: Oseltamivir acid; LC-APPI-QQ; MS2; CE40; [M+H]+
DATE: 2016.01.19 (Created 2011.04.26)
AUTHORS: Atsushi Yamamoto
LICENSE: CC BY-SA
COPYRIGHT: PFOS.jp
COMMENT: Disclaimer: While authors make an effort to ensure that the content of this record is accurate, the authors make no representations or warranties in relation to the accuracy or completeness of the record. This record do not reflect any viewpoints of the affiliation and organization to which the authors belong.
CH$NAME: Oseltamivir acid
CH$COMPOUND_CLASS: Non-Natural Product
CH$FORMULA: C14H24N2O4
CH$EXACT_MASS: 284.17361
CH$SMILES: CCC(CC)OC(C=1)C(NC(C)=O)C(N)CC(C(O)=O)1
CH$IUPAC: InChI=1S/C14H24N2O4/c1-4-10(5-2)20-12-7-9(14(18)19)6-11(15)13(12)16-8(3)17/h7,10-13H,4-6,15H2,1-3H3,(H,16,17)(H,18,19)/t11-,12+,13+/m0/s1
CH$LINK: CAS 187227-45-8
CH$LINK: INCHIKEY NENPYTRHICXVCS-YNEHKIRRSA-N
AC$INSTRUMENT: API2000, Applied
AC$INSTRUMENT_TYPE: LC-APPI-QQ
AC$MASS_SPECTROMETRY: MS_TYPE MS2
AC$MASS_SPECTROMETRY: ION_MODE POSITIVE
AC$MASS_SPECTROMETRY: COLLISION_ENERGY 40V
AC$CHROMATOGRAPHY: RETENTION_TIME 0.820850 min
MS$FOCUSED_ION: BASE_PEAK 94.199997
MS$FOCUSED_ION: ION_TYPE [M+H]+
MS$FOCUSED_ION: PRECURSOR_M/Z 285.2
MS$FOCUSED_ION: PRECURSOR_TYPE [M+H]+
PK$SPLASH: splash10-0076-8900000000-c35642c3aacc04c4879f
PK$NUM_PEAK: 249
PK$PEAK: m/z int. rel.int.
  39.000000 1350.500000 1
  40.150000 2701.000000 1
  41.037499 10804.000000 1
  43.094103 549653.500000 48
  44.041379 39164.500000 3
  44.875001 16206.000000 1
  45.799999 2701.000000 1
  46.099999 10804.000000 1
  47.200001 1350.500000 1
  50.799999 2701.000000 1
  51.099998 1350.500000 1
  51.799999 1350.500000 1
  52.700001 1350.500000 1
  53.050000 5402.000000 1
  53.500000 1350.500000 1
  54.099998 1350.500000 1
  54.299999 1350.500000 1
  54.922223 12154.500000 1
  55.200001 8103.000000 1
  55.400002 2701.000000 1
  55.699999 4051.500000 1
  56.099998 2701.000000 1
  56.400002 4051.500000 1
  57.133333 16206.000000 1
  57.700001 2701.000000 1
  58.200001 2701.000000 1
  60.093137 688755.000000 60
  61.799999 1350.500000 1
  62.400002 1350.500000 1
  63.200001 1350.500000 1
  63.700001 2701.000000 1
  63.900002 1350.500000 1
  64.099998 6752.500000 1
  65.125000 313316.000000 27
  65.812503 10804.000000 1
  67.099724 979112.500000 85
  68.086070 271450.500000 24
  69.066666 8103.000000 1
  69.599998 9453.500000 1
  70.025000 10804.000000 1
  71.071739 124246.000000 11
  71.800003 1350.500000 1
  72.049999 2701.000000 1
  72.900002 1350.500000 1
  73.699997 1350.500000 1
  74.099998 4051.500000 1
  74.599998 1350.500000 1
  75.266668 8103.000000 1
  77.072713 856217.000000 74
  79.441668 16206.000000 1
  80.047873 126947.000000 11
  80.800003 10804.000000 1
  81.137498 21608.000000 2
  82.211940 180967.000000 16
  83.065534 278203.000000 24
  83.933334 8103.000000 1
  84.300003 1350.500000 1
  84.699997 1350.500000 1
  85.199997 1350.500000 1
  85.900002 5402.000000 1
  86.400002 5402.000000 1
  87.175000 21608.000000 2
  89.199997 1350.500000 1
  89.800003 1350.500000 1
  90.300003 10804.000000 1
  90.716665 16206.000000 1
  92.079036 1288377.000000 112
  94.061453 11484652.000000 999
  96.039999 13505.000000 1
  96.500000 4051.500000 1
  96.950001 5402.000000 1
  98.049999 2701.000000 1
  98.950001 2701.000000 1
  99.599998 1350.500000 1
  100.099998 1350.500000 1
  100.400002 1350.500000 1
  100.900002 1350.500000 1
  101.699997 1350.500000 1
  102.099998 1350.500000 1
  102.950001 2701.000000 1
  103.350002 2701.000000 1
  103.800003 2701.000000 1
  104.300003 4051.500000 1
  104.771429 9453.500000 1
  105.275001 21608.000000 2
  106.091999 33762.500000 3
  106.941668 16206.000000 1
  107.336365 14855.500000 1
  109.068258 961556.000000 84
  110.044378 672549.000000 59
  111.023793 391645.000000 34
  111.992308 35113.000000 3
  112.900002 1350.500000 1
  114.099998 1350.500000 1
  114.900002 4051.500000 1
  115.199997 1350.500000 1
  116.099998 1350.500000 1
  116.300003 1350.500000 1
  116.599998 1350.500000 1
  116.800003 4051.500000 1
  120.020875 7530388.000000 655
  121.699997 1350.500000 1
  122.000000 1350.500000 1
  122.250000 2701.000000 1
  123.000000 1350.500000 1
  123.300001 4051.500000 1
  123.800001 4051.500000 1
  124.099998 4051.500000 1
  124.500000 4051.500000 1
  124.800003 4051.500000 1
  125.333333 8103.000000 1
  126.043478 31061.500000 3
  126.400002 4051.500000 1
  128.000003 4051.500000 1
  128.300003 2701.000000 1
  129.199997 1350.500000 1
  130.449997 2701.000000 1
  130.750000 2701.000000 1
  131.000000 1350.500000 1
  131.349998 2701.000000 1
  131.600006 1350.500000 1
  131.800003 4051.500000 1
  132.100006 2701.000000 1
  132.399994 2701.000000 1
  133.082431 99937.000000 9
  134.112902 251193.000000 22
  138.039861 7406142.000000 644
  139.699997 1350.500000 1
  139.899994 1350.500000 1
  140.899994 1350.500000 1
  143.800003 2701.000000 1
  144.300003 2701.000000 1
  144.699997 1350.500000 1
  145.100001 4051.500000 1
  146.000000 1350.500000 1
  147.699997 2701.000000 1
  148.199997 4051.500000 1
  149.199997 2701.000000 1
  149.899994 1350.500000 1
  150.100006 1350.500000 1
  150.868747 21608.000000 2
  151.143752 21608.000000 2
  151.699997 1350.500000 1
  151.899994 6752.500000 1
  152.100006 5402.000000 1
  152.525002 5402.000000 1
  152.800003 1350.500000 1
  153.000000 1350.500000 1
  153.250000 2701.000000 1
  153.500000 2701.000000 1
  153.977776 12154.500000 1
  154.399994 4051.500000 1
  156.039674 248492.000000 22
  156.899994 2701.000000 1
  158.199997 1350.500000 1
  158.600006 1350.500000 1
  159.000000 1350.500000 1
  159.699997 1350.500000 1
  160.100006 1350.500000 1
  162.117223 486180.000000 42
  162.800003 1350.500000 1
  163.000000 1350.500000 1
  165.100006 2701.000000 1
  165.300003 1350.500000 1
  167.000000 1350.500000 1
  167.800003 1350.500000 1
  168.100006 2701.000000 1
  169.050003 2701.000000 1
  169.449997 2701.000000 1
  170.399994 1350.500000 1
